Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
201020,11713655,JC295340,06/06/2019 09:00:00 AM,042XX W CERMAK RD,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,False,False,1012,10.0,24.0,29.0,10,1148492.0,1889040.0,2019,06/30/2019 03:56:27 PM,41.851463728,-87.730487646,"(41.851463728, -87.730487646)"
201021,12138619,JD335940,08/17/2020 06:25:00 PM,043XX W NORTH AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,False,False,2534,25.0,36.0,23.0,10,1147061.0,1910278.0,2020,08/24/2020 03:49:47 PM,41.909770708,-87.735196552,"(41.909770708, -87.735196552)"
201022,4582467,HM150041,01/28/2006 03:21:44 PM,067XX S CHAPPEL AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,331,3.0,5.0,43.0,08B,1191035.0,1860786.0,2006,02/28/2018 03:56:25 PM,41.773007423,-87.575261338,"(41.773007423, -87.575261338)"
201023,4930600,HM503650,07/27/2006 07:50:00 PM,013XX S KEDZIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1022,10.0,24.0,29.0,16,1155239.0,1893658.0,2006,02/28/2018 03:56:25 PM,41.864003387,-87.705600459,"(41.864003387, -87.705600459)"
201024,5987657,HN779712,12/27/2007 08:30:00 AM,020XX W 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,726,7.0,17.0,67.0,14,1163850.0,1859555.0,2007,02/28/2018 03:56:25 PM,41.770243731,-87.674949032,"(41.770243731, -87.674949032)"
201025,10495546,HZ236266,04/22/2016 05:45:00 PM,021XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,STREET,False,False,1434,14.0,32.0,22.0,08B,1161704.0,1913268.0,2016,02/10/2018 03:50:01 PM,41.91768268,-87.681320665,"(41.91768268, -87.681320665)"
201026,4224565,HL548405,08/14/2005 10:28:04 AM,075XX S MORGAN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,612,6.0,17.0,71.0,03,1170949.0,1854860.0,2005,02/28/2018 03:56:25 PM,41.757207991,-87.649063915,"(41.757207991, -87.649063915)"
201027,9465571,HX117645,01/17/2014 01:50:00 AM,010XX W FULTON MARKET,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,1214,12.0,27.0,28.0,05,1169321.0,1902043.0,2014,02/10/2018 03:50:01 PM,41.886718269,-87.653662412,"(41.886718269, -87.653662412)"
201028,5377477,HM774630,12/14/2006 07:45:00 PM,003XX W 31ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,924,9.0,11.0,60.0,18,1174219.0,1884392.0,2006,02/28/2018 03:56:25 PM,41.838174815,-87.636202172,"(41.838174815, -87.636202172)"
201029,11478126,JB477663,10/16/2018 12:15:00 PM,089XX S BRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,424,4.0,10.0,46.0,14,1198876.0,1846373.0,2018,10/29/2018 04:14:53 PM,41.733263922,-87.547001745,"(41.733263922, -87.547001745)"
201030,12451153,JE335317,08/12/2021 05:40:00 PM,054XX N EAST RIVER RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1614,16.0,41.0,76.0,08B,1116633.0,1934807.0,2021,08/19/2021 04:51:33 PM,41.977609479,-87.846467101,"(41.977609479, -87.846467101)"
201031,5425977,HN258792,03/31/2007 07:30:00 PM,0000X E 35TH ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,2113,2.0,3.0,35.0,06,1177046.0,1881845.0,2007,02/28/2018 03:56:25 PM,41.831122218,-87.62590563,"(41.831122218, -87.62590563)"
201032,11091258,JA436214,09/18/2017 07:30:00 AM,014XX W FILLMORE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1231,12.0,2.0,28.0,06,1166960.0,1895397.0,2017,02/10/2018 03:50:01 PM,41.868532111,-87.662523328,"(41.868532111, -87.662523328)"
201033,4397327,HL689893,10/22/2005 09:45:00 PM,026XX N SAYRE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,25.0,36.0,18.0,14,1129138.0,1916861.0,2005,02/28/2018 03:56:25 PM,41.928159399,-87.800889199,"(41.928159399, -87.800889199)"
201034,8177161,HT411841,07/20/2011 03:00:00 PM,056XX W GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2515,25.0,29.0,19.0,05,1138227.0,1913611.0,2011,02/10/2018 03:50:01 PM,41.919081304,-87.767568654,"(41.919081304, -87.767568654)"
201035,3678775,HK777843,11/28/2004 05:40:00 PM,049XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,231,2.0,3.0,38.0,08B,1177989.0,1872402.0,2004,02/28/2018 03:56:25 PM,41.805188471,-87.622732254,"(41.805188471, -87.622732254)"
201036,2361925,HH666794,09/23/2002 12:00:00 AM,088XX S HERMITAGE AVE,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",STREET,False,False,2221,22.0,21.0,71.0,07,1166220.0,1846135.0,2002,02/28/2018 03:56:25 PM,41.733367244,-87.666642743,"(41.733367244, -87.666642743)"
201037,2083774,HH301304,04/11/2002 09:39:52 PM,034XX W LEXINGTON ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,True,True,1133,11.0,,,04B,1153603.0,1896490.0,2002,02/28/2018 03:56:25 PM,41.871807375,-87.711530877,"(41.871807375, -87.711530877)"
201038,4756383,HM367648,05/19/2006 07:00:00 PM,019XX N HERMITAGE AVE,0890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1433,14.0,32.0,22.0,06,1164378.0,1912860.0,2006,02/28/2018 03:56:25 PM,41.916506896,-87.671507882,"(41.916506896, -87.671507882)"
201039,7899193,HT128607,01/21/2011 06:20:00 AM,096XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),True,False,431,4.0,7.0,51.0,07,1193497.0,1841348.0,2011,02/04/2016 06:33:39 AM,41.719608018,-87.566871138,"(41.719608018, -87.566871138)"
201040,3514548,HK592844,08/18/2004 07:00:00 AM,093XX S DR MARTIN LUTHER KING JR DR,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,633,6.0,6.0,49.0,06,1180555.0,1843145.0,2004,02/28/2018 03:56:25 PM,41.724845614,-87.614218397,"(41.724845614, -87.614218397)"
201041,6434688,HP506800,08/11/2008 10:13:00 AM,081XX S EVANS AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,631,6.0,6.0,44.0,11,1182640.0,1851250.0,2008,02/28/2018 03:56:25 PM,41.747038605,-87.606330318,"(41.747038605, -87.606330318)"
201042,6225111,HP311074,05/01/2008 02:30:00 AM,036XX W 27TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1032,10.0,22.0,30.0,08B,1152595.0,1885818.0,2008,02/28/2018 03:56:25 PM,41.842542137,-87.715513608,"(41.842542137, -87.715513608)"
201043,10565446,HZ312754,06/18/2016 10:02:00 AM,015XX N OAKLEY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1424,14.0,1.0,24.0,14,1160796.0,1910092.0,2016,02/10/2018 03:50:01 PM,41.908986397,-87.68474493,"(41.908986397, -87.68474493)"
201044,9763642,HX413560,06/29/2014 09:00:00 AM,064XX S LOWE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,723,7.0,16.0,68.0,06,1173144.0,1862203.0,2014,02/10/2018 03:50:01 PM,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
201045,7142334,HR551500,09/22/2009 10:00:00 PM,048XX S PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,False,False,931,9.0,20.0,61.0,06,1165825.0,1872664.0,2009,02/28/2018 03:56:25 PM,41.80617474,-87.667337249,"(41.80617474, -87.667337249)"
201046,11033474,JA366339,06/02/2017 12:00:00 PM,071XX S CYRIL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,333,3.0,5.0,43.0,06,1190602.0,1857828.0,2017,02/10/2018 03:50:01 PM,41.764900898,-87.576943938,"(41.764900898, -87.576943938)"
201047,4366063,HL658815,10/07/2005 11:15:00 AM,008XX W MONTROSE AVE,0560,ASSAULT,SIMPLE,OTHER,False,False,2313,19.0,46.0,3.0,08A,1169980.0,1929423.0,2005,02/28/2018 03:56:25 PM,41.961835998,-87.650441678,"(41.961835998, -87.650441678)"
201048,5032781,HM640102,10/04/2006 03:30:56 PM,086XX S HALSTED ST,0810,THEFT,OVER $500,OTHER RAILROAD PROP / TRAIN DEPOT,False,False,613,6.0,21.0,71.0,06,1172478.0,1847811.0,2006,02/28/2018 03:56:25 PM,41.737831108,-87.643667436,"(41.737831108, -87.643667436)"
201049,5426682,HN260451,04/01/2007 07:43:57 PM,030XX N KARLOV AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2523,25.0,31.0,21.0,26,1148531.0,1919753.0,2007,02/28/2018 03:56:25 PM,41.935742731,-87.729551259,"(41.935742731, -87.729551259)"
201050,4348606,HL647351,09/30/2005 10:00:00 PM,049XX N NEWLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1613,16.0,41.0,10.0,14,1129264.0,1932514.0,2005,02/28/2018 03:56:25 PM,41.971110859,-87.800068302,"(41.971110859, -87.800068302)"
201051,6211300,HP296154,03/28/2008 10:00:00 PM,041XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,914,9.0,12.0,58.0,14,1160707.0,1877170.0,2008,02/28/2018 03:56:25 PM,41.818647053,-87.685983816,"(41.818647053, -87.685983816)"
201052,11937568,JC566567,12/31/2019 02:08:00 PM,109XX S VERNON AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,False,False,513,5.0,9.0,49.0,03,1181185.0,1832520.0,2019,01/07/2020 03:52:21 PM,41.695674774,-87.612236647,"(41.695674774, -87.612236647)"
201053,8689930,HV365365,07/02/2012 12:00:00 PM,055XX W LUNT AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OTHER,False,False,1621,16.0,41.0,12.0,26,1138354.0,1945972.0,2012,02/04/2016 06:33:39 AM,42.007880545,-87.766315218,"(42.007880545, -87.766315218)"
201054,10863918,JA170087,02/27/2017 06:00:00 PM,048XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2033,20.0,46.0,3.0,06,1167994.0,1932485.0,2017,02/10/2018 03:50:01 PM,41.970281428,-87.657654526,"(41.970281428, -87.657654526)"
201055,4424744,HL714766,11/03/2005 08:30:00 AM,008XX W 119TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,524,5.0,34.0,53.0,06,1172823.0,1825937.0,2005,02/28/2018 03:56:25 PM,41.677798007,-87.643045867,"(41.677798007, -87.643045867)"
201056,1790822,G613725,10/12/2001 06:21:01 PM,083XX S COTTAGE GROVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,632,6.0,,,06,1183056.0,1849681.0,2001,08/17/2015 03:03:40 PM,41.742723444,-87.60485467,"(41.742723444, -87.60485467)"
201057,6905008,HR312585,05/09/2009 10:47:00 PM,059XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2133,2.0,5.0,41.0,08A,1182598.0,1865550.0,2009,02/04/2016 06:33:39 AM,41.786280192,-87.606041151,"(41.786280192, -87.606041151)"
201058,8907157,HV580856,11/28/2012 10:22:00 PM,001XX N LAPORTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1532,15.0,28.0,25.0,18,1143351.0,1900719.0,2012,02/10/2018 03:50:01 PM,41.883609899,-87.749064837,"(41.883609899, -87.749064837)"
201059,11544054,JB564255,12/22/2018 06:45:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,111,1.0,42.0,32.0,06,1176338.0,1901346.0,2018,12/29/2018 04:06:33 PM,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
201060,10482461,HZ222405,04/10/2016 09:30:00 PM,052XX W GLADYS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1522,15.0,29.0,25.0,06,1141444.0,1897838.0,2016,02/10/2018 03:50:01 PM,41.875739485,-87.75613874,"(41.875739485, -87.75613874)"
201061,11098258,JA445155,09/15/2017 09:00:00 PM,064XX N NORTHWEST HWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1611,16.0,41.0,9.0,14,1126853.0,1942346.0,2017,02/10/2018 03:50:01 PM,41.998131694,-87.808712545,"(41.998131694, -87.808712545)"
201062,9902696,HX552809,12/23/2014 01:30:00 PM,051XX W MADISON ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,1533,15.0,28.0,25.0,08B,1141961.0,1899534.0,2014,02/10/2018 03:50:01 PM,41.880383967,-87.754198462,"(41.880383967, -87.754198462)"
201063,8535999,HV212470,03/24/2012 11:20:00 AM,012XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1023,10.0,28.0,28.0,06,1159794.0,1894143.0,2012,02/10/2018 03:50:01 PM,41.865241663,-87.688865837,"(41.865241663, -87.688865837)"
201064,10872412,JA180387,03/09/2017 01:15:00 AM,057XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,712,7.0,16.0,68.0,14,1170295.0,1866701.0,2017,02/10/2018 03:50:01 PM,41.789715391,-87.651116484,"(41.789715391, -87.651116484)"
201065,12188264,JD393421,10/08/2020 06:00:00 PM,027XX S HOMAN AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,1032,10.0,22.0,30.0,17,1154139.0,1885692.0,2020,10/15/2020 03:56:28 PM,41.84216576,-87.709850866,"(41.84216576, -87.709850866)"
201066,1831245,G661436,11/02/2001 10:30:00 PM,052XX W AUGUSTA BV,0460,BATTERY,SIMPLE,STREET,False,True,1524,15.0,,,08B,1141009.0,1906115.0,2001,08/17/2015 03:03:40 PM,41.898460613,-87.757532001,"(41.898460613, -87.757532001)"
201067,11651713,JC220260,04/11/2019 10:43:00 AM,069XX N BELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2411,24.0,50.0,2.0,11,1160180.0,1946117.0,2019,04/18/2019 04:06:45 PM,42.007853667,-87.686008134,"(42.007853667, -87.686008134)"
201068,7260423,HR674342,12/04/2009 03:00:00 PM,011XX E 81ST PL,0890,THEFT,FROM BUILDING,RESIDENCE,False,True,411,4.0,8.0,45.0,06,1185258.0,1851186.0,2009,02/28/2018 03:56:25 PM,41.746801884,-87.596739386,"(41.746801884, -87.596739386)"
201069,9729946,HX379583,08/08/2014 11:00:00 AM,036XX W 51ST ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,822,8.0,23.0,62.0,05,1152776.0,1870559.0,2014,02/10/2018 03:50:01 PM,41.800665825,-87.715252199,"(41.800665825, -87.715252199)"
201070,6721853,HR129048,01/19/2009 07:00:00 PM,023XX N KEDZIE BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1413,14.0,26.0,22.0,14,1154646.0,1915470.0,2009,02/28/2018 03:56:25 PM,41.923869468,-87.707193016,"(41.923869468, -87.707193016)"
201071,8902587,HV577041,11/26/2012 07:00:00 AM,011XX S CANAL ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,124,1.0,2.0,28.0,06,1173303.0,1895451.0,2012,02/10/2018 03:50:01 PM,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
201072,11276005,JB211723,04/04/2018 03:40:00 PM,036XX W WOLFRAM ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2523,25.0,35.0,21.0,06,1151723.0,1918712.0,2018,05/04/2018 03:51:04 PM,41.932823855,-87.717847812,"(41.932823855, -87.717847812)"
201073,6714651,HR130188,01/20/2009 03:40:00 PM,007XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1121,11.0,27.0,23.0,08B,1152581.0,1904749.0,2009,02/04/2016 06:33:39 AM,41.894491187,-87.715064623,"(41.894491187, -87.715064623)"
201074,7308809,HS113434,01/10/2010 12:01:00 AM,059XX S WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,714,7.0,15.0,67.0,26,1164706.0,1865249.0,2010,02/10/2018 03:50:01 PM,41.785850791,-87.671650677,"(41.785850791, -87.671650677)"
201075,2356140,HH655796,09/18/2002 07:45:00 AM,038XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,STREET,False,False,925,9.0,3.0,34.0,08A,1175587.0,1879489.0,2002,02/28/2018 03:56:25 PM,41.82469,-87.631329395,"(41.82469, -87.631329395)"
201076,11537373,JB556197,12/16/2018 03:00:00 PM,002XX N MICHIGAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GAS STATION,False,False,111,1.0,42.0,32.0,11,1177257.0,1901911.0,2018,12/23/2018 04:08:10 PM,41.886179873,-87.624523664,"(41.886179873, -87.624523664)"
201077,10819908,JA120031,01/16/2017 08:00:00 PM,002XX S HAMLIN BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False,1122,11.0,28.0,26.0,08B,1151106.0,1898626.0,2017,02/10/2018 03:50:01 PM,41.877718066,-87.720642462,"(41.877718066, -87.720642462)"
201078,7852552,HS665633,12/17/2010 07:20:00 PM,005XX W 103RD ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2232,22.0,34.0,49.0,08A,1174305.0,1836586.0,2010,02/10/2018 03:50:01 PM,41.706987783,-87.637306301,"(41.706987783, -87.637306301)"
201079,3985549,HL330326,05/02/2005 09:49:00 AM,008XX W ROOSEVELT RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1232,12.0,25.0,28.0,08B,1171144.0,1894927.0,2005,02/28/2018 03:56:25 PM,41.867151649,-87.647176839,"(41.867151649, -87.647176839)"
201080,4790966,HM264559,03/31/2006 09:11:55 PM,011XX W 18TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1233,12.0,25.0,31.0,16,1168877.0,1891562.0,2006,02/10/2018 03:50:01 PM,41.857967236,-87.655596783,"(41.857967236, -87.655596783)"
201081,11496741,JB501853,11/03/2018 10:35:00 AM,105XX S INDIANA AVE,0810,THEFT,OVER $500,APARTMENT,False,True,512,5.0,9.0,49.0,06,1179458.0,1834712.0,2018,11/10/2018 04:10:46 PM,41.701729429,-87.618493138,"(41.701729429, -87.618493138)"
201082,9328852,HW472685,09/29/2013 06:00:00 AM,012XX W 31ST ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,913,9.0,11.0,60.0,06,1168760.0,1884252.0,2013,02/10/2018 03:50:01 PM,41.837910477,-87.6562378,"(41.837910477, -87.6562378)"
201083,11716284,JC298607,06/09/2019 08:34:00 AM,012XX W 61ST ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,713,7.0,16.0,67.0,26,1168867.0,1864323.0,2019,06/30/2019 03:56:27 PM,41.783220852,-87.656421175,"(41.783220852, -87.656421175)"
201084,11182422,JA555789,12/16/2017 05:00:00 PM,007XX N WOLCOTT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1221,12.0,1.0,24.0,11,1163596.0,1905184.0,2017,05/04/2018 03:51:04 PM,41.895459926,-87.674597487,"(41.895459926, -87.674597487)"
201085,8748483,HV423610,08/09/2012 10:15:00 PM,013XX W COLUMBIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2432,24.0,49.0,1.0,08B,1166077.0,1944933.0,2012,02/10/2018 03:50:01 PM,42.004480346,-87.664345878,"(42.004480346, -87.664345878)"
201086,2716348,HJ346515,05/06/2003 12:30:00 AM,025XX W MARQUETTE RD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,832,8.0,15.0,66.0,05,1160638.0,1860144.0,2003,02/28/2018 03:56:25 PM,41.771926901,-87.686706738,"(41.771926901, -87.686706738)"
201087,6525307,HP586885,09/22/2008 03:00:00 PM,024XX S KOSTNER AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1013,10.0,22.0,30.0,08B,1147463.0,1887085.0,2008,02/28/2018 03:56:25 PM,41.846118714,-87.734314414,"(41.846118714, -87.734314414)"
